Thermal calculator data file
Last updated date: 2016-08-11, 23:02:28

Thermal model: Gringarten equation
Base data
Parameter	Value	Unit	
Specific heat of rock	800	J/kg¡ÆC	
Specific heat of fluid	4178	J/kg¡ÆC	
Rock density	2628	kg/m^3	
Thermal conductivity of rock, k	3.018	W/m¡ÆC	
Initial rock temperature	180	¡ÆC	
Injection fluid temperature	60	¡ÆC	

Variables
Variable	Value	Unit	
Width of fracture	600	m	
Mass flow rate	40	kg/s	
Number of fractures	5		
Fracture spacing	60	m	
Distance from injection	800	m	
Time	30	years	

Calculation results
Outlet fluid temperature	161.67	¡ÆC	
Rock temperature distribution
Z	X	Temperature	
m	m	¡ÆC	
776.00	2.40	161.49	
784.00	2.40	162.14	
792.00	2.40	162.77	
800.00	2.40	163.38	
0.00	2.70	60.52	
8.00	2.70	60.80	
16.00	2.70	61.12	
24.00	2.70	61.47	
32.00	2.70	61.85	
40.00	2.70	62.28	
48.00	2.70	62.74	
56.00	2.70	63.23	
64.00	2.70	63.77	
72.00	2.70	64.34	
80.00	2.70	64.95	
88.00	2.70	65.60	
96.00	2.70	66.28	
104.00	2.70	67.00	
112.00	2.70	67.75	
120.00	2.70	68.55	
128.00	2.70	69.37	
136.00	2.70	70.23	
144.00	2.70	71.13	
152.00	2.70	72.05	
160.00	2.70	73.01	
168.00	2.70	74.00	
176.00	2.70	75.03	
184.00	2.70	76.08	
192.00	2.70	77.16	
200.00	2.70	78.26	
208.00	2.70	79.39	
216.00	2.70	80.55	
224.00	2.70	81.73	
232.00	2.70	82.94	
240.00	2.70	84.16	
248.00	2.70	85.41	
256.00	2.70	86.68	
264.00	2.70	87.96	
272.00	2.70	89.26	
280.00	2.70	90.57	
288.00	2.70	91.90	
296.00	2.70	93.25	
304.00	2.70	94.60	
312.00	2.70	95.96	
320.00	2.70	97.33	
328.00	2.70	98.71	
336.00	2.70	100.10	
344.00	2.70	101.49	
352.00	2.70	102.89	
360.00	2.70	104.29	
368.00	2.70	105.69	
376.00	2.70	107.09	
384.00	2.70	108.49	
392.00	2.70	109.89	
400.00	2.70	111.28	
408.00	2.70	112.68	
416.00	2.70	114.06	
424.00	2.70	115.45	
432.00	2.70	116.82	
440.00	2.70	118.19	
448.00	2.70	119.55	
456.00	2.70	120.90	
464.00	2.70	122.24	
472.00	2.70	123.57	
480.00	2.70	124.88	
488.00	2.70	126.19	
496.00	2.70	127.48	
504.00	2.70	128.76	
512.00	2.70	130.02	
520.00	2.70	131.27	
528.00	2.70	132.51	
536.00	2.70	133.73	
544.00	2.70	134.93	
552.00	2.70	136.11	
560.00	2.70	137.28	
568.00	2.70	138.43	
576.00	2.70	139.57	
584.00	2.70	140.68	
592.00	2.70	141.78	
600.00	2.70	142.86	
608.00	2.70	143.91	
616.00	2.70	144.95	
624.00	2.70	145.98	
632.00	2.70	146.98	
640.00	2.70	147.96	
648.00	2.70	148.92	
656.00	2.70	149.87	
664.00	2.70	150.79	
672.00	2.70	151.70	
680.00	2.70	152.58	
688.00	2.70	153.45	
696.00	2.70	154.29	
704.00	2.70	155.12	
712.00	2.70	155.93	
720.00	2.70	156.71	
728.00	2.70	157.48	
736.00	2.70	158.23	
744.00	2.70	158.97	
752.00	2.70	159.68	
760.00	2.70	160.37	
768.00	2.70	161.05	
776.00	2.70	161.71	
784.00	2.70	162.35	
792.00	2.70	162.98	
800.00	2.70	163.58	
0.00	3.00	60.58	
8.00	3.00	60.87	
16.00	3.00	61.19	
24.00	3.00	61.56	
32.00	3.00	61.95	
40.00	3.00	62.39	
48.00	3.00	62.86	
56.00	3.00	63.37	
64.00	3.00	63.92	
72.00	3.00	64.50	
80.00	3.00	65.12	
88.00	3.00	65.78	
96.00	3.00	66.47	
104.00	3.00	67.21	
112.00	3.00	67.97	
120.00	3.00	68.78	
128.00	3.00	69.61	
136.00	3.00	70.49	
144.00	3.00	71.39	
152.00	3.00	72.33	
160.00	3.00	73.30	
168.00	3.00	74.30	
176.00	3.00	75.33	
184.00	3.00	76.39	
192.00	3.00	77.48	
200.00	3.00	78.60	
208.00	3.00	79.74	
216.00	3.00	80.90	
224.00	3.00	82.09	
232.00	3.00	83.31	
240.00	3.00	84.54	
248.00	3.00	85.79	
256.00	3.00	87.07	
264.00	3.00	88.36	
272.00	3.00	89.66	
280.00	3.00	90.98	
288.00	3.00	92.32	
296.00	3.00	93.66	
304.00	3.00	95.02	
312.00	3.00	96.39	
320.00	3.00	97.76	
328.00	3.00	99.15	
336.00	3.00	100.54	
344.00	3.00	101.93	
352.00	3.00	103.33	
360.00	3.00	104.73	
368.00	3.00	106.13	
376.00	3.00	107.53	
384.00	3.00	108.93	
392.00	3.00	110.33	
400.00	3.00	111.73	
408.00	3.00	113.12	
416.00	3.00	114.50	
424.00	3.00	115.88	
432.00	3.00	117.26	
440.00	3.00	118.62	
448.00	3.00	119.98	
456.00	3.00	121.33	
464.00	3.00	122.66	
472.00	3.00	123.99	
480.00	3.00	125.30	
488.00	3.00	126.61	
496.00	3.00	127.89	
504.00	3.00	129.17	
512.00	3.00	130.43	
520.00	3.00	131.67	
528.00	3.00	132.90	
536.00	3.00	134.12	
544.00	3.00	135.31	
552.00	3.00	136.49	
560.00	3.00	137.66	
568.00	3.00	138.80	
576.00	3.00	139.93	
584.00	3.00	141.04	
592.00	3.00	142.13	
600.00	3.00	143.20	
608.00	3.00	144.26	
616.00	3.00	145.29	
624.00	3.00	146.31	
632.00	3.00	147.30	
640.00	3.00	148.28	
648.00	3.00	149.23	
656.00	3.00	150.17	
664.00	3.00	151.09	
672.00	3.00	151.99	
680.00	3.00	152.87	
688.00	3.00	153.73	
696.00	3.00	154.57	
704.00	3.00	155.39	
712.00	3.00	156.19	
720.00	3.00	156.97	
728.00	3.00	157.73	
736.00	3.00	158.48	
744.00	3.00	159.20	
752.00	3.00	159.91	
760.00	3.00	160.60	
768.00	3.00	161.27	
776.00	3.00	161.92	
784.00	3.00	162.56	
792.00	3.00	163.18	
800.00	3.00	163.78	
0.00	3.30	60.63	
8.00	3.30	60.94	
16.00	3.30	61.27	
24.00	3.30	61.64	
32.00	3.30	62.05	
40.00	3.30	62.50	
48.00	3.30	62.98	
56.00	3.30	63.50	
64.00	3.30	64.06	
72.00	3.30	64.66	
80.00	3.30	65.29	
88.00	3.30	65.96	
96.00	3.30	66.67	
104.00	3.30	67.41	
112.00	3.30	68.19	
120.00	3.30	69.00	
128.00	3.30	69.85	
136.00	3.30	70.74	
144.00	3.30	71.65	
152.00	3.30	72.60	
160.00	3.30	73.58	
168.00	3.30	74.59	
176.00	3.30	75.64	
184.00	3.30	76.71	
192.00	3.30	77.80	
200.00	3.30	78.93	
208.00	3.30	80.08	
216.00	3.30	81.25	
224.00	3.30	82.45	
232.00	3.30	83.67	
240.00	3.30	84.91	
248.00	3.30	86.17	
256.00	3.30	87.45	
264.00	3.30	88.75	
272.00	3.30	90.06	
280.00	3.30	91.38	
288.00	3.30	92.72	
296.00	3.30	94.07	
304.00	3.30	95.44	
312.00	3.30	96.81	
320.00	3.30	98.19	
328.00	3.30	99.57	
336.00	3.30	100.96	
344.00	3.30	102.36	
352.00	3.30	103.76	
360.00	3.30	105.16	
368.00	3.30	106.56	
376.00	3.30	107.97	
384.00	3.30	109.37	
392.00	3.30	110.77	
400.00	3.30	112.16	
408.00	3.30	113.55	
416.00	3.30	114.94	
424.00	3.30	116.32	
432.00	3.30	117.69	
440.00	3.30	119.05	
448.00	3.30	120.41	
456.00	3.30	121.75	
464.00	3.30	123.09	
472.00	3.30	124.41	
480.00	3.30	125.72	
488.00	3.30	127.02	
496.00	3.30	128.30	
504.00	3.30	129.57	
512.00	3.30	130.83	
520.00	3.30	132.07	
528.00	3.30	133.29	
536.00	3.30	134.50	
544.00	3.30	135.70	
552.00	3.30	136.87	
560.00	3.30	138.03	
568.00	3.30	139.17	
576.00	3.30	140.29	
584.00	3.30	141.39	
592.00	3.30	142.48	
600.00	3.30	143.55	
608.00	3.30	144.59	
616.00	3.30	145.62	
624.00	3.30	146.63	
632.00	3.30	147.62	
640.00	3.30	148.59	
648.00	3.30	149.54	
656.00	3.30	150.47	
664.00	3.30	151.38	
672.00	3.30	152.28	
680.00	3.30	153.15	
688.00	3.30	154.00	
696.00	3.30	154.84	
704.00	3.30	155.65	
712.00	3.30	156.45	
720.00	3.30	157.22	
728.00	3.30	157.98	
736.00	3.30	158.72	
744.00	3.30	159.44	
752.00	3.30	160.14	
760.00	3.30	160.82	
768.00	3.30	161.49	
776.00	3.30	162.14	
784.00	3.30	162.77	
792.00	3.30	163.38	
800.00	3.30	163.97	
0.00	3.60	60.69	
8.00	3.60	61.00	
16.00	3.60	61.35	
24.00	3.60	61.73	
32.00	3.60	62.15	
40.00	3.60	62.61	
48.00	3.60	63.11	
56.00	3.60	63.64	
64.00	3.60	64.21	
72.00	3.60	64.82	
80.00	3.60	65.46	
88.00	3.60	66.14	
96.00	3.60	66.86	
104.00	3.60	67.61	
112.00	3.60	68.41	
120.00	3.60	69.23	
128.00	3.60	70.09	
136.00	3.60	70.99	
144.00	3.60	71.91	
152.00	3.60	72.87	
160.00	3.60	73.86	
168.00	3.60	74.89	
176.00	3.60	75.94	
184.00	3.60	77.02	
192.00	3.60	78.12	
200.00	3.60	79.26	
208.00	3.60	80.42	
216.00	3.60	81.60	
224.00	3.60	82.81	
232.00	3.60	84.03	
240.00	3.60	85.28	
248.00	3.60	86.55	
256.00	3.60	87.83	
264.00	3.60	89.14	
272.00	3.60	90.45	
280.00	3.60	91.78	
288.00	3.60	93.13	
296.00	3.60	94.48	
304.00	3.60	95.85	
312.00	3.60	97.22	
320.00	3.60	98.61	
328.00	3.60	100.00	
336.00	3.60	101.39	
344.00	3.60	102.79	
352.00	3.60	104.19	
360.00	3.60	105.59	
368.00	3.60	107.00	
376.00	3.60	108.40	
384.00	3.60	109.80	
392.00	3.60	111.20	
400.00	3.60	112.59	
408.00	3.60	113.98	
416.00	3.60	115.37	
424.00	3.60	116.75	
432.00	3.60	118.12	
440.00	3.60	119.48	
448.00	3.60	120.83	
456.00	3.60	122.17	
464.00	3.60	123.50	
472.00	3.60	124.82	
480.00	3.60	126.13	
488.00	3.60	127.43	
496.00	3.60	128.71	
504.00	3.60	129.97	
512.00	3.60	131.22	
520.00	3.60	132.46	
528.00	3.60	133.68	
536.00	3.60	134.88	
544.00	3.60	136.07	
552.00	3.60	137.24	
560.00	3.60	138.39	
568.00	3.60	139.53	
576.00	3.60	140.65	
584.00	3.60	141.74	
592.00	3.60	142.82	
600.00	3.60	143.88	
608.00	3.60	144.93	
616.00	3.60	145.95	
624.00	3.60	146.95	
632.00	3.60	147.94	
640.00	3.60	148.90	
648.00	3.60	149.85	
656.00	3.60	150.77	
664.00	3.60	151.68	
672.00	3.60	152.56	
680.00	3.60	153.43	
688.00	3.60	154.28	
696.00	3.60	155.10	
704.00	3.60	155.91	
712.00	3.60	156.70	
720.00	3.60	157.47	
728.00	3.60	158.22	
736.00	3.60	158.96	
744.00	3.60	159.67	
752.00	3.60	160.37	
760.00	3.60	161.04	
768.00	3.60	161.70	
776.00	3.60	162.34	
784.00	3.60	162.97	
792.00	3.60	163.58	
800.00	3.60	164.17	
0.00	3.90	60.75	
8.00	3.90	61.07	
16.00	3.90	61.43	
24.00	3.90	61.82	
32.00	3.90	62.25	
40.00	3.90	62.72	
48.00	3.90	63.23	
56.00	3.90	63.77	
64.00	3.90	64.35	
72.00	3.90	64.97	
80.00	3.90	65.63	
88.00	3.90	66.32	
96.00	3.90	67.05	
104.00	3.90	67.82	
112.00	3.90	68.62	
120.00	3.90	69.46	
128.00	3.90	70.33	
136.00	3.90	71.23	
144.00	3.90	72.17	
152.00	3.90	73.14	
160.00	3.90	74.14	
168.00	3.90	75.18	
176.00	3.90	76.24	
184.00	3.90	77.33	
192.00	3.90	78.44	
200.00	3.90	79.58	
208.00	3.90	80.75	
216.00	3.90	81.94	
224.00	3.90	83.16	
232.00	3.90	84.39	
240.00	3.90	85.65	
248.00	3.90	86.92	
256.00	3.90	88.21	
264.00	3.90	89.52	
272.00	3.90	90.84	
280.00	3.90	92.18	
288.00	3.90	93.53	
296.00	3.90	94.89	
304.00	3.90	96.26	
312.00	3.90	97.64	
320.00	3.90	99.02	
328.00	3.90	100.42	
336.00	3.90	101.81	
344.00	3.90	103.21	
352.00	3.90	104.62	
360.00	3.90	106.02	
368.00	3.90	107.42	
376.00	3.90	108.83	
384.00	3.90	110.23	
392.00	3.90	111.63	
400.00	3.90	113.02	
408.00	3.90	114.41	
416.00	3.90	115.79	
424.00	3.90	117.17	
432.00	3.90	118.54	
440.00	3.90	119.90	
448.00	3.90	121.25	
456.00	3.90	122.59	
464.00	3.90	123.92	
472.00	3.90	125.23	
480.00	3.90	126.54	
488.00	3.90	127.83	
496.00	3.90	129.10	
504.00	3.90	130.37	
512.00	3.90	131.61	
520.00	3.90	132.85	
528.00	3.90	134.06	
536.00	3.90	135.26	
544.00	3.90	136.44	
552.00	3.90	137.61	
560.00	3.90	138.76	
568.00	3.90	139.89	
576.00	3.90	141.00	
584.00	3.90	142.09	
592.00	3.90	143.16	
600.00	3.90	144.22	
608.00	3.90	145.26	
616.00	3.90	146.27	
624.00	3.90	147.27	
632.00	3.90	148.25	
640.00	3.90	149.21	
648.00	3.90	150.14	
656.00	3.90	151.06	
664.00	3.90	151.96	
672.00	3.90	152.84	
680.00	3.90	153.70	
688.00	3.90	154.55	
696.00	3.90	155.37	
704.00	3.90	156.17	
712.00	3.90	156.95	
720.00	3.90	157.72	
728.00	3.90	158.46	
736.00	3.90	159.19	
744.00	3.90	159.90	
752.00	3.90	160.59	
760.00	3.90	161.26	
768.00	3.90	161.91	
776.00	3.90	162.55	
784.00	3.90	163.17	
792.00	3.90	163.77	
800.00	3.90	164.35	
0.00	4.20	60.81	
8.00	4.20	61.14	
16.00	4.20	61.51	
24.00	4.20	61.91	
32.00	4.20	62.35	
40.00	4.20	62.83	
48.00	4.20	63.35	
56.00	4.20	63.90	
64.00	4.20	64.50	
72.00	4.20	65.13	
80.00	4.20	65.80	
88.00	4.20	66.50	
96.00	4.20	67.24	
104.00	4.20	68.02	
112.00	4.20	68.83	
120.00	4.20	69.68	
128.00	4.20	70.56	
136.00	4.20	71.48	
144.00	4.20	72.43	
152.00	4.20	73.41	
160.00	4.20	74.42	
168.00	4.20	75.46	
176.00	4.20	76.53	
184.00	4.20	77.63	
192.00	4.20	78.76	
200.00	4.20	79.91	
208.00	4.20	81.09	
216.00	4.20	82.28	
224.00	4.20	83.51	
232.00	4.20	84.75	
240.00	4.20	86.01	
248.00	4.20	87.29	
256.00	4.20	88.59	
264.00	4.20	89.90	
272.00	4.20	91.23	
280.00	4.20	92.57	
288.00	4.20	93.93	
296.00	4.20	95.29	
304.00	4.20	96.66	
312.00	4.20	98.05	
320.00	4.20	99.44	
328.00	4.20	100.83	
336.00	4.20	102.23	
344.00	4.20	103.63	
352.00	4.20	105.04	
360.00	4.20	106.44	
368.00	4.20	107.85	
376.00	4.20	109.25	
384.00	4.20	110.65	
392.00	4.20	112.05	
400.00	4.20	113.45	
408.00	4.20	114.83	
416.00	4.20	116.22	
424.00	4.20	117.59	
432.00	4.20	118.96	
440.00	4.20	120.31	
448.00	4.20	121.66	
456.00	4.20	123.00	
464.00	4.20	124.32	
472.00	4.20	125.64	
480.00	4.20	126.94	
488.00	4.20	128.23	
496.00	4.20	129.50	
504.00	4.20	130.76	
512.00	4.20	132.00	
520.00	4.20	133.23	
528.00	4.20	134.44	
536.00	4.20	135.63	
544.00	4.20	136.81	
552.00	4.20	137.97	
560.00	4.20	139.11	
568.00	4.20	140.24	
576.00	4.20	141.34	
584.00	4.20	142.43	
592.00	4.20	143.50	
600.00	4.20	144.55	
608.00	4.20	145.58	
616.00	4.20	146.59	
624.00	4.20	147.58	
632.00	4.20	148.55	
640.00	4.20	149.51	
648.00	4.20	150.44	
656.00	4.20	151.35	
664.00	4.20	152.25	
672.00	4.20	153.12	
680.00	4.20	153.98	
688.00	4.20	154.81	
696.00	4.20	155.63	
704.00	4.20	156.42	
712.00	4.20	157.20	
720.00	4.20	157.96	
728.00	4.20	158.70	
736.00	4.20	159.42	
744.00	4.20	160.12	
752.00	4.20	160.81	
760.00	4.20	161.47	
768.00	4.20	162.12	
776.00	4.20	162.75	
784.00	4.20	163.37	
792.00	4.20	163.96	
800.00	4.20	164.54	
0.00	4.50	60.86	
8.00	4.50	61.20	
16.00	4.50	61.58	
24.00	4.50	62.00	
32.00	4.50	62.45	
40.00	4.50	62.94	
48.00	4.50	63.47	
56.00	4.50	64.04	
64.00	4.50	64.64	
72.00	4.50	65.28	
80.00	4.50	65.96	
88.00	4.50	66.68	
96.00	4.50	67.43	
104.00	4.50	68.22	
112.00	4.50	69.04	
120.00	4.50	69.90	
128.00	4.50	70.80	
136.00	4.50	71.72	
144.00	4.50	72.68	
152.00	4.50	73.67	
160.00	4.50	74.70	
168.00	4.50	75.75	
176.00	4.50	76.83	
184.00	4.50	77.94	
192.00	4.50	79.07	
200.00	4.50	80.23	
208.00	4.50	81.41	
216.00	4.50	82.62	
224.00	4.50	83.85	
232.00	4.50	85.10	
240.00	4.50	86.37	
248.00	4.50	87.66	
256.00	4.50	88.96	
264.00	4.50	90.28	
272.00	4.50	91.62	
280.00	4.50	92.96	
288.00	4.50	94.32	
296.00	4.50	95.69	
304.00	4.50	97.07	
312.00	4.50	98.45	
320.00	4.50	99.84	
328.00	4.50	101.24	
336.00	4.50	102.64	
344.00	4.50	104.05	
352.00	4.50	105.45	
360.00	4.50	106.86	
368.00	4.50	108.27	
376.00	4.50	109.67	
384.00	4.50	111.07	
392.00	4.50	112.47	
400.00	4.50	113.86	
408.00	4.50	115.25	
416.00	4.50	116.63	
424.00	4.50	118.01	
432.00	4.50	119.37	
440.00	4.50	120.73	
448.00	4.50	122.07	
456.00	4.50	123.41	
464.00	4.50	124.73	
472.00	4.50	126.04	
480.00	4.50	127.34	
488.00	4.50	128.62	
496.00	4.50	129.89	
504.00	4.50	131.14	
512.00	4.50	132.38	
520.00	4.50	133.61	
528.00	4.50	134.81	
536.00	4.50	136.00	
544.00	4.50	137.17	
552.00	4.50	138.33	
560.00	4.50	139.47	
568.00	4.50	140.59	
576.00	4.50	141.69	
584.00	4.50	142.77	
592.00	4.50	143.83	
600.00	4.50	144.88	
608.00	4.50	145.90	
616.00	4.50	146.91	
624.00	4.50	147.89	
632.00	4.50	148.86	
640.00	4.50	149.80	
648.00	4.50	150.73	
656.00	4.50	151.64	
664.00	4.50	152.53	
672.00	4.50	153.40	
680.00	4.50	154.24	
688.00	4.50	155.07	
696.00	4.50	155.88	
704.00	4.50	156.67	
712.00	4.50	157.45	
720.00	4.50	158.20	
728.00	4.50	158.93	
736.00	4.50	159.65	
744.00	4.50	160.34	
752.00	4.50	161.02	
760.00	4.50	161.68	
768.00	4.50	162.33	
776.00	4.50	162.95	
784.00	4.50	163.56	
792.00	4.50	164.15	
800.00	4.50	164.73	
0.00	4.80	60.92	
8.00	4.80	61.27	
16.00	4.80	61.66	
24.00	4.80	62.09	
32.00	4.80	62.55	
40.00	4.80	63.05	
48.00	4.80	63.59	
56.00	4.80	64.17	
64.00	4.80	64.78	
72.00	4.80	65.44	
80.00	4.80	66.13	
88.00	4.80	66.85	
96.00	4.80	67.62	
104.00	4.80	68.42	
112.00	4.80	69.25	
120.00	4.80	70.12	
128.00	4.80	71.03	
136.00	4.80	71.96	
144.00	4.80	72.93	
152.00	4.80	73.94	
160.00	4.80	74.97	
168.00	4.80	76.03	
176.00	4.80	77.12	
184.00	4.80	78.24	
192.00	4.80	79.38	
200.00	4.80	80.55	
208.00	4.80	81.74	
216.00	4.80	82.96	
224.00	4.80	84.19	
232.00	4.80	85.45	
240.00	4.80	86.73	
248.00	4.80	88.02	
256.00	4.80	89.33	
264.00	4.80	90.66	
272.00	4.80	92.00	
280.00	4.80	93.35	
288.00	4.80	94.71	
296.00	4.80	96.08	
304.00	4.80	97.46	
312.00	4.80	98.85	
320.00	4.80	100.25	
328.00	4.80	101.65	
336.00	4.80	103.05	
344.00	4.80	104.46	
352.00	4.80	105.87	
360.00	4.80	107.27	
368.00	4.80	108.68	
376.00	4.80	110.08	
384.00	4.80	111.49	
392.00	4.80	112.88	
400.00	4.80	114.28	
408.00	4.80	115.66	
416.00	4.80	117.04	
424.00	4.80	118.42	
432.00	4.80	119.78	
440.00	4.80	121.13	
448.00	4.80	122.48	
456.00	4.80	123.81	
464.00	4.80	125.13	
472.00	4.80	126.43	
480.00	4.80	127.73	
488.00	4.80	129.01	
496.00	4.80	130.27	
504.00	4.80	131.52	
512.00	4.80	132.76	
520.00	4.80	133.98	
528.00	4.80	135.18	
536.00	4.80	136.37	
544.00	4.80	137.53	
552.00	4.80	138.68	
560.00	4.80	139.82	
568.00	4.80	140.93	
576.00	4.80	142.03	
584.00	4.80	143.10	
592.00	4.80	144.16	
600.00	4.80	145.20	
608.00	4.80	146.22	
616.00	4.80	147.22	
624.00	4.80	148.20	
632.00	4.80	149.16	
640.00	4.80	150.10	
648.00	4.80	151.02	
656.00	4.80	151.92	
664.00	4.80	152.80	
672.00	4.80	153.67	
680.00	4.80	154.51	
688.00	4.80	155.33	
696.00	4.80	156.14	
704.00	4.80	156.92	
712.00	4.80	157.69	
720.00	4.80	158.43	
728.00	4.80	159.16	
736.00	4.80	159.87	
744.00	4.80	160.56	
752.00	4.80	161.24	
760.00	4.80	161.89	
768.00	4.80	162.53	
776.00	4.80	163.15	
784.00	4.80	163.75	
792.00	4.80	164.34	
800.00	4.80	164.91	
0.00	5.10	60.97	
8.00	5.10	61.34	
16.00	5.10	61.74	
24.00	5.10	62.17	
32.00	5.10	62.65	
40.00	5.10	63.16	
48.00	5.10	63.71	
56.00	5.10	64.30	
64.00	5.10	64.92	
72.00	5.10	65.59	
80.00	5.10	66.29	
88.00	5.10	67.03	
96.00	5.10	67.80	
104.00	5.10	68.61	
112.00	5.10	69.46	
120.00	5.10	70.34	
128.00	5.10	71.26	
136.00	5.10	72.20	
144.00	5.10	73.19	
152.00	5.10	74.20	
160.00	5.10	75.24	
168.00	5.10	76.31	
176.00	5.10	77.41	
184.00	5.10	78.53	
192.00	5.10	79.69	
200.00	5.10	80.86	
208.00	5.10	82.07	
216.00	5.10	83.29	
224.00	5.10	84.53	
232.00	5.10	85.80	
240.00	5.10	87.08	
248.00	5.10	88.38	
256.00	5.10	89.70	
264.00	5.10	91.03	
272.00	5.10	92.37	
280.00	5.10	93.73	
288.00	5.10	95.10	
296.00	5.10	96.47	
304.00	5.10	97.86	
312.00	5.10	99.25	
320.00	5.10	100.65	
328.00	5.10	102.05	
336.00	5.10	103.46	
344.00	5.10	104.86	
352.00	5.10	106.27	
360.00	5.10	107.68	
368.00	5.10	109.09	
376.00	5.10	110.50	
384.00	5.10	111.90	
392.00	5.10	113.29	
400.00	5.10	114.69	
408.00	5.10	116.07	
416.00	5.10	117.45	
424.00	5.10	118.82	
432.00	5.10	120.18	
440.00	5.10	121.53	
448.00	5.10	122.87	
456.00	5.10	124.20	
464.00	5.10	125.52	
472.00	5.10	126.83	
480.00	5.10	128.12	
488.00	5.10	129.39	
496.00	5.10	130.65	
504.00	5.10	131.90	
512.00	5.10	133.13	
520.00	5.10	134.35	
528.00	5.10	135.54	
536.00	5.10	136.72	
544.00	5.10	137.89	
552.00	5.10	139.03	
560.00	5.10	140.16	
568.00	5.10	141.27	
576.00	5.10	142.36	
584.00	5.10	143.43	
592.00	5.10	144.48	
600.00	5.10	145.52	
608.00	5.10	146.53	
616.00	5.10	147.52	
624.00	5.10	148.50	
632.00	5.10	149.45	
640.00	5.10	150.39	
648.00	5.10	151.30	
656.00	5.10	152.20	
664.00	5.10	153.08	
672.00	5.10	153.93	
680.00	5.10	154.77	
688.00	5.10	155.59	
696.00	5.10	156.39	
704.00	5.10	157.16	
712.00	5.10	157.92	
720.00	5.10	158.67	
728.00	5.10	159.39	
736.00	5.10	160.09	
744.00	5.10	160.78	
752.00	5.10	161.45	
760.00	5.10	162.10	
768.00	5.10	162.73	
776.00	5.10	163.34	
784.00	5.10	163.94	
792.00	5.10	164.52	
800.00	5.10	165.08	
0.00	5.40	61.03	
8.00	5.40	61.40	
16.00	5.40	61.81	
24.00	5.40	62.26	
32.00	5.40	62.74	
40.00	5.40	63.27	
48.00	5.40	63.83	
56.00	5.40	64.43	
64.00	5.40	65.07	
72.00	5.40	65.74	
80.00	5.40	66.45	
88.00	5.40	67.20	
96.00	5.40	67.99	
104.00	5.40	68.81	
112.00	5.40	69.67	
120.00	5.40	70.56	
128.00	5.40	71.48	
136.00	5.40	72.44	
144.00	5.40	73.43	
152.00	5.40	74.45	
160.00	5.40	75.51	
168.00	5.40	76.59	
176.00	5.40	77.70	
184.00	5.40	78.83	
192.00	5.40	79.99	
200.00	5.40	81.18	
208.00	5.40	82.39	
216.00	5.40	83.62	
224.00	5.40	84.87	
232.00	5.40	86.14	
240.00	5.40	87.43	
248.00	5.40	88.74	
256.00	5.40	90.06	
264.00	5.40	91.39	
272.00	5.40	92.74	
280.00	5.40	94.11	
288.00	5.40	95.48	
296.00	5.40	96.86	
304.00	5.40	98.25	
312.00	5.40	99.64	
320.00	5.40	101.04	
328.00	5.40	102.45	
336.00	5.40	103.86	
344.00	5.40	105.27	
352.00	5.40	106.68	
360.00	5.40	108.09	
368.00	5.40	109.49	
376.00	5.40	110.90	
384.00	5.40	112.30	
392.00	5.40	113.70	
400.00	5.40	115.09	
408.00	5.40	116.48	
416.00	5.40	117.85	
424.00	5.40	119.22	
432.00	5.40	120.58	
440.00	5.40	121.93	
448.00	5.40	123.27	
456.00	5.40	124.60	
464.00	5.40	125.91	
472.00	5.40	127.21	
480.00	5.40	128.50	
488.00	5.40	129.77	
496.00	5.40	131.03	
504.00	5.40	132.27	
512.00	5.40	133.50	
520.00	5.40	134.71	
528.00	5.40	135.90	
536.00	5.40	137.08	
544.00	5.40	138.24	
552.00	5.40	139.38	
560.00	5.40	140.50	
568.00	5.40	141.60	
576.00	5.40	142.69	
584.00	5.40	143.75	
592.00	5.40	144.80	
600.00	5.40	145.83	
608.00	5.40	146.84	
616.00	5.40	147.83	
624.00	5.40	148.79	
632.00	5.40	149.74	
640.00	5.40	150.67	
648.00	5.40	151.58	
656.00	5.40	152.47	
664.00	5.40	153.34	
672.00	5.40	154.19	
680.00	5.40	155.03	
688.00	5.40	155.84	
696.00	5.40	156.63	
704.00	5.40	157.40	
712.00	5.40	158.16	
720.00	5.40	158.89	
728.00	5.40	159.61	
736.00	5.40	160.31	
744.00	5.40	160.99	
752.00	5.40	161.65	
760.00	5.40	162.30	
768.00	5.40	162.92	
776.00	5.40	163.53	
784.00	5.40	164.13	
792.00	5.40	164.70	
800.00	5.40	165.26	
0.00	5.70	61.09	
8.00	5.70	61.47	
16.00	5.70	61.89	
24.00	5.70	62.34	
32.00	5.70	62.84	
40.00	5.70	63.37	
48.00	5.70	63.95	
56.00	5.70	64.56	
64.00	5.70	65.21	
72.00	5.70	65.89	
80.00	5.70	66.61	
88.00	5.70	67.38	
96.00	5.70	68.17	
104.00	5.70	69.00	
112.00	5.70	69.87	
120.00	5.70	70.77	
128.00	5.70	71.71	
136.00	5.70	72.68	
144.00	5.70	73.68	
152.00	5.70	74.71	
160.00	5.70	75.77	
168.00	5.70	76.86	
176.00	5.70	77.98	
184.00	5.70	79.12	
192.00	5.70	80.29	
200.00	5.70	81.49	
208.00	5.70	82.70	
216.00	5.70	83.94	
224.00	5.70	85.20	
232.00	5.70	86.48	
240.00	5.70	87.78	
248.00	5.70	89.09	
256.00	5.70	90.42	
264.00	5.70	91.76	
272.00	5.70	93.11	
280.00	5.70	94.48	
